ClienteID,NombreCliente,Edad,Ciudad,ProductoID,NombreProducto,CategoríaProducto,FechaCompra,Cantidad,PrecioUnitario
C15932,María Elena Eloy González,81,San Martha los bajos,P071,Loratadina,Antihistamínico,25/06/2024,5,60.17
C15933,María del Carmen Esmeralda Mascareñas,52,Nueva Gambia,P429,Fexofenadina,Antihistamínico,19/06/2024,4,26.62
C15934,Rodrigo Salazar de la Crúz,75,San Socorro los bajos,P282,Desloratadina,Antihistamínico,23/04/2025,3,170.67
C15935,Laura Reséndez,43,San Eloy los altos,P241,Sitagliptina,Antidiabético,16/01/2025,2,13.82
C15936,Mtro. Humberto Cavazos,29,San Ángela los altos,P257,Pantoprazol,Antiácido,26/01/2025,3,97.65
C15937,Amelia Clara Perea Aponte,55,San Arcelia los bajos,P110,Sitagliptina,Antidiabético,03/07/2024,4,59.04
C15938,Vanesa Ruelas Cadena,35,San Alejandra los bajos,P163,Lansoprazol,Antiácido,20/07/2024,3,180.79
C15939,Catalina Villa,28,San Daniela los bajos,P168,Vitamina C,Suplemento,20/07/2024,3,37.13
C15940,Daniel Cornelio Olmos,58,Vieja Brunei Darussalam,P105,Vitamina D,Suplemento,02/07/2024,5,79.2
C15941,Mariana Tamez Orosco,19,Vieja Suiza,P064,Magnesio,Suplemento,27/11/2024,3,93.07
C15942,Santiago Daniel Hernández,88,San Adela los bajos,P234,Glibenclamida,Antidiabético,05/04/2025,4,35.94
C15943,Trinidad Graciela Casárez Valenzuela,25,Nueva Fiji,P292,Pioglitazona,Antidiabético,26/02/2025,2,178.05
C15944,Humberto Karina Barela,61,Nueva Francia,P294,Ciprofloxacino,Antibiótico,02/07/2024,1,138.75
C15945,Blanca Fierro Pizarro,77,San Gabriel los bajos,P334,Amoxicilina,Antibiótico,14/10/2024,1,48.82
C15946,Blanca Niño Baca,44,Nueva Guinea,P014,Ibuprofeno,Analgésico,23/04/2025,4,186.69
C15947,Lucía Enrique Guillen Gastélum,41,Vieja Suriname,P328,Paracetamol,Analgésico,16/10/2024,4,138.41
C15948,Cynthia Abril Vázquez Escamilla,43,San Guillermo los altos,P276,Naproxeno,Analgésico,16/04/2025,4,59.95
C15949,Dr. Alfonso Jáquez,69,Vieja Belarús,P173,Cefalexina,Antibiótico,04/09/2024,4,113.27
C15950,José Emilio Dalia Jiménez,64,San Rafaél los altos,P456,Calcio,Suplemento,24/08/2024,3,128.14
C15951,Diego Menchaca Hinojosa,22,Vieja Canadá,P071,Calcio,Suplemento,16/09/2024,5,179.12
C15952,Ignacio Abelardo Quiñones,39,San Arturo de la Montaña,P358,Lansoprazol,Antiácido,12/11/2024,5,39.49
C15953,Estela Paola Rodríquez,40,San Fabiola de la Montaña,P406,Vitamina C,Suplemento,16/02/2025,2,184.87
C15954,Mayte Marisela del Río,61,Nueva Etiopía,P165,Fexofenadina,Antihistamínico,04/05/2025,1,114.18
C15955,Lic. Cristian Mesa,27,San Leonardo de la Montaña,P297,Azitromicina,Antibiótico,07/10/2024,5,95.14
C15956,César Olivera,60,San Anel los altos,P367,Calcio,Suplemento,11/05/2025,3,96.98
C15957,Dr. Eugenia Solano,59,San Leonor los altos,P166,Omeprazol,Antiácido,24/11/2024,3,136.96
C15958,Carla José Manuél Zamudio Sierra,67,San Micaela los bajos,P315,Pantoprazol,Antiácido,02/10/2024,1,99.36
C15959,Ing. María Reynoso,81,San Elisa los altos,P456,Vitamina C,Suplemento,30/08/2024,3,41.53
C15960,Gustavo Modesto Gaytán Corral,69,San Guadalupe los bajos,P111,Ranitidina,Antiácido,28/09/2024,3,191.56
C15961,Ángel Estela Armas Lemus,63,San Julio de la Montaña,P299,Metformina,Antidiabético,15/06/2024,2,118.89
C15962,Dr. Rodrigo Ocampo,84,Vieja Bélgica,P345,Glibenclamida,Antidiabético,05/12/2024,3,95.01
C15963,Clemente Carmona Archuleta,81,Vieja Barbados,P457,Sitagliptina,Antidiabético,11/03/2025,3,29
C15964,Sr(a). Raúl Orosco,56,Vieja Belice,P354,Glibenclamida,Antidiabético,01/10/2024,3,119.1
C15965,Olivia Micaela García Montenegro,63,Vieja Bhután,P333,Amoxicilina,Antibiótico,18/09/2024,1,37.79
C15966,Delia Casanova Salas,88,San Sergio los altos,P178,Fexofenadina,Antihistamínico,15/07/2024,3,102.66
C15967,Dr. Elvira de la Torre,67,Nueva Japón,P378,Desloratadina,Antihistamínico,19/02/2025,1,100.74
C15968,Tomás Norma Armenta Rosado,24,San Zeferino los bajos,P424,Fexofenadina,Antihistamínico,18/02/2025,3,95.25
C15969,Ing. Teodoro Jáquez,58,San Isaac los bajos,P112,Pioglitazona,Antidiabético,29/08/2024,1,14.92
C15970,Germán Esparta Núñez,42,San Barbara de la Montaña,P468,Diclofenaco,Analgésico,21/06/2024,4,19.74
C15971,Mtro. Miriam Jurado,74,San Gabriel los bajos,P330,Calcio,Suplemento,15/12/2024,1,109.11
C15972,Ing. Caridad Tafoya,37,San Zoé de la Montaña,P485,Desloratadina,Antihistamínico,15/08/2024,2,127
C15973,Octavio Uriel Candelaria Munguía,64,Nueva Santo Tomé y Príncipe,P107,Desloratadina,Antihistamínico,03/09/2024,5,34.7
C15974,Sr(a). Francisca Osorio,27,San Hermelinda los bajos,P008,Desloratadina,Antihistamínico,25/09/2024,1,53.61
C15975,Ing. Asunción Paz,57,Vieja República Checa,P082,Cetirizina,Antihistamínico,23/11/2024,1,111.06
C15976,Silvano Huerta,65,Vieja China,P220,Vitamina D,Suplemento,01/10/2024,2,23.53
C15977,Sr(a). Felipe de Anda,21,Nueva Estonia,P326,Pioglitazona,Antidiabético,16/10/2024,4,119.82
C15978,Dalia Timoteo Figueroa,62,Nueva Sudán,P196,Lansoprazol,Antiácido,16/06/2024,4,101.36
C15979,Sr(a). Helena Moya,53,Vieja Haití,P146,Naproxeno,Analgésico,19/07/2024,3,192.27
C15980,Gerardo Ernesto Solorio,50,Nueva Bangladesh,P085,Loratadina,Antihistamínico,07/12/2024,2,160.37
C15981,Sessa Rangel López,30,San Citlali los altos,P196,Calcio,Suplemento,21/02/2025,2,174.72
C15982,Miriam Miramontes,50,San Emiliano los bajos,P181,Sitagliptina,Antidiabético,09/12/2024,5,164.83
C15983,Gerónimo Pizarro,32,San Sandra los bajos,P460,Sitagliptina,Antidiabético,23/06/2024,1,138
C15984,Darío Cornejo,24,Vieja Malasia,P428,Pioglitazona,Antidiabético,19/05/2025,3,175.21
C15985,Amanda Calvillo Narváez,28,Nueva Benin,P299,Paracetamol,Analgésico,14/11/2024,4,160.28
C15986,Aurora Manzanares Casanova,70,San Evelio de la Montaña,P089,Vitamina C,Suplemento,11/09/2024,5,87.73
C15987,Ana Octavio Casárez,31,San Pamela los bajos,P413,Pioglitazona,Antidiabético,26/12/2024,2,177.76
C15988,Emilio María del Carmen Bustamante Caldera,27,Vieja Kuwait,P172,Loratadina,Antihistamínico,22/04/2025,4,52.97
C15989,Javier René Henríquez Armendáriz,59,San Nadia los altos,P268,Ciprofloxacino,Antibiótico,17/02/2025,4,138.31
C15990,Clemente Mascareñas Gollum,88,San Emilio de la Montaña,P235,Desloratadina,Antihistamínico,21/06/2024,3,153.06
C15991,Víctor Germán Tapia,85,Nueva Honduras,P305,Calcio,Suplemento,06/06/2024,1,171.51
C15992,Estela Esquivel,53,San Cristina de la Montaña,P028,Fexofenadina,Antihistamínico,05/12/2024,5,188.43
C15993,Luis Manuel Tejada Aguilera,83,San Esther de la Montaña,P317,Vitamina D,Suplemento,26/01/2025,5,61.88
C15994,Marisol Jos Montalvo,61,Vieja República de Moldova,P237,Lansoprazol,Antiácido,20/01/2025,4,90.29
C15995,Mtro. Mauricio Rosario,29,Vieja Colombia,P305,Pantoprazol,Antiácido,28/01/2025,2,79.77
C15996,Marisol Covarrubias Ríos,84,Nueva Congo,P494,Ranitidina,Antiácido,18/01/2025,2,124.33
C15997,Aida Octavio Arevalo,85,San Óliver los bajos,P168,Cetirizina,Antihistamínico,11/01/2025,4,96.09
C15998,Leonor Mario Soliz,52,San Gregorio de la Montaña,P398,Ranitidina,Antiácido,02/12/2024,5,177.68
C15999,Francisco Javier Ocasio Olivares,48,San Joaquín los bajos,P308,Ciprofloxacino,Antibiótico,26/01/2025,2,175.56
C16000,Guillermina Rodrigo Lucero Serrato,59,Vieja Estonia,P123,Pantoprazol,Antiácido,06/03/2025,1,20.72
C16001,Gonzalo Iglesias,78,Vieja Serbia,P207,Calcio,Suplemento,13/05/2025,3,15.27
C16002,Roberto Hidalgo,32,San Aurora los bajos,P240,Magnesio,Suplemento,10/11/2024,1,59.88
C16003,Marisol Negrón,20,San Oswaldo los bajos,P060,Vitamina D,Suplemento,26/09/2024,3,144.58
C16004,Sr(a). Israel Balderas,78,Vieja Burkina Faso,P436,Cetirizina,Antihistamínico,18/09/2024,5,184.33
C16005,Sofía Vega Barrientos,68,Vieja Israel,P064,Magnesio,Suplemento,14/11/2024,4,41.69
C16006,Ana María Solano,53,Vieja Estados Unidos de América,P461,Ranitidina,Antiácido,25/03/2025,5,33.45
C16007,Miguel Renato Valle Ocampo,26,Vieja Noruega,P061,Ranitidina,Antiácido,19/01/2025,3,67.19
C16008,Isabela Nayeli Juárez Rivera,50,San Helena de la Montaña,P249,Azitromicina,Antibiótico,18/09/2024,1,173.89
C16009,Arturo Sauceda Blanco,59,Nueva Ghana,P136,Amoxicilina,Antibiótico,13/05/2025,4,159.64
C16010,José Emilio Uriel Angulo,48,Nueva Suecia,P304,Cefalexina,Antibiótico,05/06/2025,4,73.88
C16011,Jesús Acuña,69,Nueva Niger,P374,Metformina,Antidiabético,13/11/2024,5,191.11
C16012,Guillermo Timoteo Navarro Venegas,27,San Carmen los bajos,P339,Vitamina D,Suplemento,09/02/2025,3,163.75
C16013,René Jaime Cabrera López,23,San Pamela los altos,P219,Calcio,Suplemento,11/11/2024,2,37.03
C16014,Abel Luisa Zaragoza,53,Vieja Emiratos Árabes Unidos,P101,Glibenclamida,Antidiabético,12/09/2024,4,184.31
C16015,Ing. Gustavo Granado,40,San Elias los altos,P152,Metformina,Antidiabético,24/02/2025,5,82.96
C16016,Noelia Jonás Cantú,31,San Alberto los bajos,P303,Calcio,Suplemento,17/02/2025,3,11.72
C16017,Oswaldo Sara Acevedo,32,San Helena los altos,P389,Diclofenaco,Analgésico,20/08/2024,2,10.01
C16018,Antonio Lozano Bernal,88,Nueva Maldivas,P290,Fexofenadina,Antihistamínico,15/02/2025,4,146.63
C16019,Renato Otero,82,Nueva Zambia,P090,Pantoprazol,Antiácido,07/09/2024,4,73.49
C16020,Sr(a). Araceli Saldivar,83,Nueva Brasil,P117,Glibenclamida,Antidiabético,22/08/2024,4,34.26
C16021,Fidel Óliver Armendáriz Montero,63,San Hermelinda los altos,P274,Magnesio,Suplemento,13/03/2025,2,175.58
C16022,Dr. Delia Delgadillo,67,San Juana los bajos,P318,Calcio,Suplemento,15/12/2024,4,92.13
C16023,Luis Manuel Ángela Olmos,52,Vieja Bahamas,P160,Glibenclamida,Antidiabético,11/03/2025,5,117.19
C16024,Adriana Indira Duarte Ocasio,41,San Jorge Luis de la Montaña,P082,Calcio,Suplemento,12/05/2025,2,85.05
C16025,Sr(a). Miguel Ángel Meza,85,San Marisela los bajos,P301,Pantoprazol,Antiácido,02/02/2025,2,41.29
C16026,Sr(a). Enrique Mora,72,San Clemente de la Montaña,P452,Ibuprofeno,Analgésico,15/09/2024,1,188.63
C16027,Luis Manuel Daniel Cepeda,78,Nueva Argelia,P368,Ibuprofeno,Analgésico,22/12/2024,2,49.46
C16028,Roberto Yuridia Sarabia,45,Vieja República Dominicana,P030,Ciprofloxacino,Antibiótico,11/09/2024,3,23.83
C16029,Eugenio Guillermo Briseño Sanabria,22,Vieja Israel,P389,Diclofenaco,Analgésico,27/06/2024,1,96.93
C16030,Dr. Bernabé Sandoval,89,Vieja Emiratos Árabes Unidos,P396,Pioglitazona,Antidiabético,01/06/2025,3,152.65
C16031,Diego Partida Medina,35,San Ivonne los bajos,P423,Ibuprofeno,Analgésico,10/02/2025,2,166.71
C16032,Micaela Varela,79,Nueva Eslovaquia,P351,Vitamina C,Suplemento,15/09/2024,5,64.87
C16033,Mtro. Tomás Niño,40,San Emilio de la Montaña,P424,Azitromicina,Antibiótico,10/01/2025,3,66.2
C16034,Miriam José Luis Montañez,86,San Leticia de la Montaña,P403,Ranitidina,Antiácido,19/02/2025,1,171.41
C16035,Javier Marisol Tapia Aguilar,38,San Lorena de la Montaña,P331,Vitamina D,Suplemento,22/06/2024,5,133.93
C16036,Dr. Javier de la Rosa,55,San José Emilio de la Montaña,P334,Metformina,Antidiabético,03/06/2025,3,91.45
C16037,Lic. Rosalia Esparza,39,Nueva Argentina,P183,Diclofenaco,Analgésico,22/05/2025,4,88.68
C16038,Dr. José Carlos Patiño,25,Vieja Antigua y Barbuda,P106,Fexofenadina,Antihistamínico,10/12/2024,2,88.01
C16039,Marcos Rolando Mora,78,San Roberto de la Montaña,P050,Omeprazol,Antiácido,20/06/2024,3,191.68
C16040,Diego Cortez,81,Vieja Islandia,P455,Loratadina,Antihistamínico,15/12/2024,5,58.89
C16041,María Elena Ávila,79,Nueva Armenia,P330,Pantoprazol,Antiácido,19/01/2025,4,127.17
C16042,Eric Acuña,59,San Yeni los bajos,P124,Glibenclamida,Antidiabético,17/01/2025,4,12.48
C16043,Maximiliano Leonardo Otero Mayorga,63,San José Manuél de la Montaña,P009,Calcio,Suplemento,13/05/2025,1,138.1
C16044,Mario Roque Castañeda,42,San Caridad los altos,P372,Azitromicina,Antibiótico,03/09/2024,3,42.79
C16045,Camilo Zeferino Cortez,87,Nueva República Federal Democrática de Nepal,P233,Paracetamol,Analgésico,01/01/2025,4,165.86
C16046,Zoé Gerónimo de la Fuente,50,Nueva Serbia,P130,Sitagliptina,Antidiabético,08/06/2024,5,44.98
C16047,Salma Horacio Tórrez,34,Nueva Trinidad y Tabago,P340,Pioglitazona,Antidiabético,04/07/2024,3,183.66
C16048,Mtro. Hugo Espinosa,83,San Miguel Ángel los altos,P159,Cetirizina,Antihistamínico,09/10/2024,2,31.83
C16049,Lic. Rosario Serrato,74,Nueva Micronesia,P235,Ibuprofeno,Analgésico,12/10/2024,2,134.88
C16050,Juan Carlos Teresa Limón Zedillo,80,Nueva Emiratos Árabes Unidos,P466,Ranitidina,Antiácido,23/07/2024,3,113.17
C16051,Eduardo Augusto Nevárez,28,Vieja Luxemburgo,P492,Paracetamol,Analgésico,03/12/2024,4,45.21
C16052,Alfonso Arguello,82,San Celia los altos,P389,Calcio,Suplemento,26/07/2024,5,27.86
C16053,Amelia de Anda Arguello,33,San Irene de la Montaña,P029,Cefalexina,Antibiótico,28/07/2024,1,14.31
C16054,Serafín Valladares Rivas,68,Vieja Reino Unido de Gran Bretaña e Irlanda del Norte,P310,Vitamina C,Suplemento,16/02/2025,3,23.83
C16055,Adalberto Balderas,76,Nueva Colombia,P087,Pioglitazona,Antidiabético,01/12/2024,1,21.15
C16056,Adalberto Indira Madrid,67,San Yolanda los bajos,P421,Ciprofloxacino,Antibiótico,14/04/2025,2,198.4
C16057,Gonzalo Zoé Lozada,77,Vieja Costa Rica,P389,Azitromicina,Antibiótico,07/11/2024,3,20.52
C16058,Georgina Pantoja Jasso,31,Nueva Cabo Verde,P140,Vitamina D,Suplemento,06/12/2024,5,47.35
C16059,Alma Rosas,66,San Aldo los bajos,P351,Fexofenadina,Antihistamínico,01/06/2025,5,55.21
C16060,Jesús Alonso,73,San Óliver de la Montaña,P222,Azitromicina,Antibiótico,13/06/2024,3,15.99
C16061,María Cristina Emilia Grijalva,51,Nueva San Marino,P193,Pioglitazona,Antidiabético,09/08/2024,1,15.91
C16062,Eduardo Hernandes de la Fuente,46,San Armando los bajos,P493,Amoxicilina,Antibiótico,02/02/2025,4,63.36
C16063,Barbara Adriana Campos,52,San Georgina los bajos,P477,Amoxicilina,Antibiótico,24/12/2024,2,14.2
C16064,Miriam Enríquez,79,San Ernesto los altos,P309,Diclofenaco,Analgésico,04/04/2025,1,94.24
C16065,Sr(a). Julia Figueroa,25,Nueva Chile,P296,Pantoprazol,Antiácido,27/06/2024,4,28.68
C16066,David Gerardo Nieves,19,San Genaro de la Montaña,P156,Cetirizina,Antihistamínico,17/04/2025,5,21.76
C16067,Marco Antonio Elisa Casares,54,San Luis los altos,P479,Ibuprofeno,Analgésico,18/08/2024,1,115.34
C16068,Linda Emilia Huerta,60,Vieja Niger,P017,Magnesio,Suplemento,15/03/2025,2,35.45
C16069,Gerardo Quiñones,21,San Evelio los altos,P170,Paracetamol,Analgésico,02/03/2025,4,45.94
C16070,Salvador Enrique Santillán Escobedo,64,Vieja Brasil,P466,Omeprazol,Antiácido,04/12/2024,4,149.01
C16071,Marisol Ramos,37,San Patricio los altos,P384,Cefalexina,Antibiótico,25/02/2025,4,84.59
C16072,Leticia Mayte Sauceda,71,San Graciela de la Montaña,P027,Ibuprofeno,Analgésico,03/11/2024,5,130.47
C16073,Esteban Barrios,54,San José María los altos,P202,Diclofenaco,Analgésico,08/09/2024,2,103.93
C16074,Abel Oswaldo Nieto Armenta,32,San Omar los bajos,P220,Vitamina D,Suplemento,22/12/2024,1,142.28
C16075,Jerónimo José Luis Arenas,19,San Gregorio los altos,P112,Metformina,Antidiabético,04/11/2024,2,81.49
C16076,Abigail Sierra,50,Nueva Sri Lanka,P038,Fexofenadina,Antihistamínico,20/08/2024,3,36.54
C16077,Lic. César Rosales,76,San Angélica los altos,P427,Fexofenadina,Antihistamínico,04/02/2025,5,166.4
C16078,Lic. Abel Escobedo,50,San Trinidad de la Montaña,P203,Azitromicina,Antibiótico,08/08/2024,1,185.33
C16079,María Tórrez,56,Vieja Rwanda,P398,Lansoprazol,Antiácido,25/09/2024,3,30.59
C16080,Guillermo Julio Saucedo Ferrer,49,San René de la Montaña,P109,Paracetamol,Analgésico,19/07/2024,5,153.85
C16081,Eduardo Miguel Páez,37,Vieja Mónaco,P054,Paracetamol,Analgésico,05/09/2024,1,51.35
C16082,Virginia Gloria Godoy Gurule,20,Vieja Bosnia y Herzegovina,P169,Naproxeno,Analgésico,29/12/2024,2,173.54
C16083,Pedro José Farías,23,San Cynthia de la Montaña,P369,Sitagliptina,Antidiabético,23/02/2025,2,48.73
C16084,Mitzy Augusto Rodríguez Zedillo,60,San María los bajos,P391,Metformina,Antidiabético,19/04/2025,4,150.3
C16085,Sr(a). Gabino León,36,Vieja República Popular Democrática de Corea,P214,Fexofenadina,Antihistamínico,09/04/2025,3,64.63
C16086,Carmen Ureña,86,San Óliver los bajos,P367,Metformina,Antidiabético,04/02/2025,3,151.48
C16087,Jacinto Ruiz Carrión,79,San Esperanza los bajos,P305,Paracetamol,Analgésico,20/09/2024,2,157.21
C16088,Elias Amaya Sanches,68,Vieja Brunei Darussalam,P297,Metformina,Antidiabético,20/08/2024,1,51.62
C16089,Sr(a). Esperanza Osorio,76,San Alfonso de la Montaña,P100,Ibuprofeno,Analgésico,06/04/2025,1,34.88
C16090,Alicia Miramontes Hidalgo,77,Nueva Malta,P275,Lansoprazol,Antiácido,10/02/2025,5,110.08
C16091,Josefina Gregorio Márquez,28,San Aurora los altos,P457,Vitamina C,Suplemento,05/01/2025,3,77.72
C16092,Martha Jaqueline Altamirano Miranda,62,Nueva Antigua y Barbuda,P105,Calcio,Suplemento,26/09/2024,5,63.32
C16093,Hernán Zaragoza Roldán,80,San José Eduardo de la Montaña,P390,Magnesio,Suplemento,05/10/2024,3,49.65
C16094,Jerónimo Ricardo Sisneros,41,Nueva Nueva Zelandia,P116,Amoxicilina,Antibiótico,16/06/2024,4,177.43
C16095,Benjamín Preciado,85,San Samuel de la Montaña,P063,Diclofenaco,Analgésico,09/07/2024,1,55
C16096,Dr. Enrique Amador,70,Nueva Dinamarca,P340,Cefalexina,Antibiótico,23/10/2024,1,149.99
C16097,Sr(a). Mónica Olivas,43,San Florencia de la Montaña,P042,Pantoprazol,Antiácido,18/03/2025,1,147.84
C16098,Natividad Alvarado Alcaraz,51,San Eloisa los altos,P310,Ranitidina,Antiácido,17/03/2025,3,55.53
C16099,Dr. Pablo Altamirano,79,Nueva Túnez,P187,Metformina,Antidiabético,22/08/2024,2,15.01
C16100,Aldo Paz Tórrez,82,Vieja Sri Lanka,P259,Azitromicina,Antibiótico,04/10/2024,2,139.94
C16101,Jesús Paola Angulo,46,San Amador los altos,P040,Magnesio,Suplemento,03/11/2024,4,187.25
C16102,Mtro. Guillermina Longoria,46,Vieja Islas Marshall,P069,Azitromicina,Antibiótico,14/03/2025,1,151.98
C16103,Sr(a). Elisa Ramos,69,San Anel de la Montaña,P020,Omeprazol,Antiácido,28/02/2025,5,25.04
C16104,Nancy Socorro Matías,27,San Sessa los bajos,P455,Naproxeno,Analgésico,18/03/2025,5,50.44
C16105,Ing. Gabriela Jaime,74,Vieja Santo Tomé y Príncipe,P253,Cetirizina,Antihistamínico,31/03/2025,5,186.28
C16106,Abraham Darío Montemayor,34,San Adalberto los bajos,P281,Cefalexina,Antibiótico,29/06/2024,1,141.25
C16107,Sr(a). Julio César Patiño,60,Nueva Liberia,P113,Ranitidina,Antiácido,24/07/2024,2,10.29
C16108,Ing. Francisca Armas,42,San Mateo los altos,P317,Calcio,Suplemento,16/08/2024,1,27.42
C16109,Ivonne Godoy Guillen,32,Nueva Liberia,P276,Desloratadina,Antihistamínico,08/01/2025,4,121.31
C16110,Humberto Alma Contreras,28,San Caridad los bajos,P317,Ibuprofeno,Analgésico,10/08/2024,5,55.85
C16111,Miguel Ángel Julia Carrillo,50,San Julia los bajos,P080,Naproxeno,Analgésico,02/11/2024,3,190.13
C16112,Juan Clara Gaytán,64,San Esperanza los altos,P355,Desloratadina,Antihistamínico,20/04/2025,4,194.7
C16113,Benjamín José Emilio Treviño,21,San Pedro los bajos,P357,Paracetamol,Analgésico,21/11/2024,1,191.04
C16114,Mónica Urbina,77,San Israel los altos,P443,Pioglitazona,Antidiabético,21/04/2025,1,191.63
C16115,Magdalena Ceja Fierro,22,San Dulce María los altos,P486,Metformina,Antidiabético,18/04/2025,2,171.54
C16116,Esmeralda Horacio Tamayo,25,Vieja Filipinas,P030,Fexofenadina,Antihistamínico,16/12/2024,2,169.14
C16117,Dr. Minerva Coronado,68,San Hernán de la Montaña,P201,Sitagliptina,Antidiabético,14/05/2025,1,71.34
C16118,Luis Griego,63,San Sara los altos,P318,Glibenclamida,Antidiabético,02/04/2025,4,59.62
C16119,Ivonne Oswaldo Anguiano Vega,78,Vieja Portugal,P140,Cefalexina,Antibiótico,20/10/2024,2,108.65
C16120,Genaro Gaytán Trejo,32,Nueva Irlanda,P196,Pantoprazol,Antiácido,20/03/2025,3,146.76
C16121,Mtro. Úrsula Monroy,39,San Paulina de la Montaña,P324,Omeprazol,Antiácido,11/06/2024,5,144.87
C16122,Gabino Ilse Fajardo Zamudio,77,San Blanca de la Montaña,P308,Amoxicilina,Antibiótico,03/01/2025,3,14.59
C16123,Amelia Alfredo Verdugo Lomeli,50,San Carolina los altos,P386,Vitamina D,Suplemento,09/02/2025,4,44.79
C16124,Serafín Calderón Valladares,37,Vieja Bosnia y Herzegovina,P141,Sitagliptina,Antidiabético,15/04/2025,5,173.57
C16125,José María Verduzco,82,Nueva Sri Lanka,P117,Magnesio,Suplemento,18/12/2024,5,66.4
C16126,Clemente Ceballos Ortiz,36,San Emiliano los bajos,P097,Sitagliptina,Antidiabético,06/06/2024,1,186.86
C16127,Benjamín Gerónimo Echeverría Delgado,51,San Úrsula de la Montaña,P065,Ibuprofeno,Analgésico,29/09/2024,3,86.51
C16128,Teresa León Peralta,70,San Julia los altos,P221,Diclofenaco,Analgésico,30/08/2024,4,64.61
C16129,Raquel Violeta Armas Meléndez,88,San Karla los bajos,P088,Ranitidina,Antiácido,03/07/2024,4,165.92
C16130,Eva Solís,50,San Reynaldo los bajos,P287,Ciprofloxacino,Antibiótico,04/02/2025,3,168.17
C16131,Estefanía Longoria,24,San Felipe de la Montaña,P156,Ranitidina,Antiácido,25/06/2024,2,54.36
C16132,Dolores Cavazos Gaitán,63,San Elvira de la Montaña,P352,Naproxeno,Analgésico,21/01/2025,1,103.17
C16133,Fidel Villalpando Negrón,39,Nueva Senegal,P380,Naproxeno,Analgésico,11/06/2024,5,137.36
C16134,Sr(a). María del Carmen Salgado,45,Nueva Guinea,P247,Metformina,Antidiabético,25/10/2024,4,184.88
C16135,Ing. Marcela Alonso,75,Nueva República Dominicana,P468,Sitagliptina,Antidiabético,23/07/2024,3,126.2
C16136,Felipe Cristina Maestas Ruelas,82,San Jerónimo de la Montaña,P300,Ciprofloxacino,Antibiótico,19/05/2025,4,103.06
C16137,Rodrigo Gonzalo Navarro Orellana,70,Nueva Serbia,P018,Ciprofloxacino,Antibiótico,16/01/2025,5,125.42
C16138,Débora Gómez Cisneros,27,San Ignacio los bajos,P128,Pioglitazona,Antidiabético,08/10/2024,3,75.19
C16139,Ricardo Loya,23,San Amelia los altos,P437,Glibenclamida,Antidiabético,24/12/2024,2,180.47
C16140,Eva Nayeli Becerra,57,Vieja Pakistán,P373,Metformina,Antidiabético,27/08/2024,2,190.87
C16141,Sr(a). Pascual Medrano,50,Vieja Panamá,P327,Cetirizina,Antihistamínico,08/06/2024,4,45.36
C16142,María del Carmen Cristobal Gurule,42,Vieja República Unida de Tanzanía,P366,Ranitidina,Antiácido,15/10/2024,2,174.28
C16143,Carolina Montalvo,46,Vieja India,P118,Loratadina,Antihistamínico,01/05/2025,3,107.27
C16144,Federico Jasso Ruiz,33,Nueva Kiribati,P403,Metformina,Antidiabético,20/04/2025,3,31.54
C16145,Trinidad Hernádez,64,San José Manuél los bajos,P369,Amoxicilina,Antibiótico,02/07/2024,2,52.62
C16146,Antonio Aldo Barreto,69,Nueva Libia,P496,Paracetamol,Analgésico,07/05/2025,2,137.71
C16147,Mitzy Valdez Linares,43,Vieja Islas Salomón,P261,Vitamina D,Suplemento,15/07/2024,5,117.61
C16148,Clemente Rafaél Guzmán Galindo,64,San Isabel los altos,P142,Lansoprazol,Antiácido,19/08/2024,3,116.28
C16149,Luis Pineda Tafoya,55,San Isabela los altos,P006,Sitagliptina,Antidiabético,23/08/2024,3,82.73
C16150,Sr(a). Lourdes Olivas,76,San Eva los altos,P405,Magnesio,Suplemento,25/10/2024,4,133.79
C16151,Esteban Samuel Riojas,30,Nueva Benin,P272,Cetirizina,Antihistamínico,17/08/2024,5,112.39
C16152,Mercedes Corral Benavides,39,Nueva Belarús,P304,Vitamina D,Suplemento,04/08/2024,5,126.88
C16153,Mtro. Adriana Berríos,22,Nueva Rumania,P426,Ciprofloxacino,Antibiótico,15/04/2025,4,181.46
C16154,Lucía Regalado Ocasio,21,Nueva Guinea Bissau,P023,Ibuprofeno,Analgésico,08/05/2025,3,25.86
C16155,Dr. Inés Arredondo,70,San Homero los bajos,P270,Azitromicina,Antibiótico,19/09/2024,2,89.62
C16156,Dr. Nancy Pantoja,89,San Irene los altos,P131,Ibuprofeno,Analgésico,10/04/2025,3,62.72
C16157,Modesto Silvano Torres,49,Nueva Estonia,P466,Ranitidina,Antiácido,30/07/2024,4,139.81
C16158,Citlali Alonso Dueñas,41,Vieja Guinea Ecuatorial,P190,Amoxicilina,Antibiótico,13/12/2024,1,39.11
C16159,Lic. Abril Pelayo,26,Nueva Lesotho,P466,Vitamina D,Suplemento,05/12/2024,2,90.95
C16160,Zeferino Preciado Valentín,68,Nueva Afganistán,P015,Cetirizina,Antihistamínico,25/11/2024,2,85.06
C16161,Wilfrido Ana Luisa Sandoval Miramontes,87,San Eugenio los bajos,P332,Loratadina,Antihistamínico,16/07/2024,5,20.78
C16162,Amanda Valdez,34,San Estefanía de la Montaña,P134,Desloratadina,Antihistamínico,09/04/2025,5,35.12
